,ville_raw,quartier_raw,price_raw,room_nb_raw,bedroom_nb_raw,surface_raw
0,Paris 16ème,Chaillot,6300000,5,1,230.0
1,,,2547000,6,3,197.39
3,Paris 19ème,Buttes Chaumont,767000,2,1,59.8
4,Paris 9ème,Trudaine-Maubeuge,2900000,8,5,234.69
5,Paris 16ème,Muette Nord,5950000,8,5,350.0
6,Paris 16ème,Muette Sud,1300000,5,3,104.8
8,Paris 16ème,Muette Nord,310,10,5,333.0
9,Paris 4ème,Île Saint Louis,2800000,5,3,95.0
10,Paris 15ème,Georges Brassens,440000,2,1,41.0
11,Paris 15ème,Georges Brassens,367500,3,1,41.87
12,Paris 18ème,Grandes Carrières-Clichy,897000,4,3,89.0
13,Paris 16ème,Porte Dauphine,3397000,7,4,264.6
14,Paris 18ème,Goutte d'Or-Château Rouge,625000,2,1,51.4
15,Paris 18ème,Montmartre,395000,2,1,31.0
16,Paris 18ème,Clignancourt-Jules Joffrin,445000,2,1,40.0
17,Paris 12ème,Jardin de Reuilly,645000,4,3,67.0
18,Paris 18ème,Grandes Carrières-Clichy,1110000,4,2,81.74
19,Paris 3ème,Arts et Métiers,1330000,3,2,73.75
20,Paris 14ème,Raspail-Montparnasse,1785000,3,2,90.0
21,Paris 3ème,Enfants Rouges,1595000,4,2,124.37
22,Paris 17ème,Champerret-Berthier,2230000,9,5,206.0
23,Paris 16ème,Porte Dauphine,1160000,3,2,87.65
24,Paris 18ème,Montmartre,530000,2,1,38.0
25,,,1100000,3,2,83.0
26,Paris 14ème,Raspail-Montparnasse,1785000,3,1,90.0
27,Paris 8ème,Triangle d'Or,1590000,4,2,102.0
28,Paris 15ème,Vaugirard-Parc des Expositions,749000,3,2,80.0
29,Paris 11ème,Bastille-Popincourt,693000,2,1,48.0
30,Paris 3ème,Archives,1200000,2,1,72.66
31,Paris 4ème,Arsenal,3300000,5,3,228.0
32,Paris 1er,Palais Royal,310,5,2,171.0
33,Paris 8ème,Elysées-Madeleine,1895000,7,4,180.34
34,Paris 17ème,La Fourche-Guy Môquet,419000,2,1,40.0
35,Paris 10ème,Chateau d'Eau-Lancry,399000,2,1,39.0
37,Paris 5ème,Val de Grace,775000,2,1,61.0
38,Paris 18ème,Grandes Carrières-Clichy,730000,3,2,57.29
39,Paris 14ème,Raspail-Montparnasse,2169000,6,4,170.0
40,Paris 8ème,Parc Monceau,5450000,10,6,354.0
41,Paris 14ème,Raspail-Montparnasse,2250000,4,3,106.84
42,Paris 8ème,Elysées-Madeleine,2600000,6,4,175.0
43,Paris 10ème,Chateau d'Eau-Lancry,645000,3,2,62.0
44,Paris 14ème,Didot-Porte de Vanves,650000,3,1,65.0
45,Paris 16ème,Chaillot,595000,2,1,33.0
46,Paris 17ème,Legendre-Lévis,850000,4,3,102.95
47,,,495000,2,1,48.0
48,Paris 18ème,Amiraux-Simplon-Poissonniers,399500,2,1,43.0
49,,,1330000,3,2,73.75
50,Paris 6ème,Odéon,2990000,5,4,163.73
51,Paris 18ème,Amiraux-Simplon-Poissonniers,399500,2,1,43.0
52,Paris 16ème,Auteuil Nord,790000,3,2,75.88
53,Paris 11ème,Nation-Alexandre Dumas,932000,4,2,73.0
54,Paris 13ème,Salpêtrière-Austerlitz,585000,2,1,52.65
55,Paris 16ème,Muette Nord,820000,2,1,57.68
56,Paris 15ème,Emeriau-Zola,1295000,4,3,82.0
58,Paris 15ème,Dupleix-Motte Picquet,1135000,3,2,70.0
59,Paris 3ème,Enfants Rouges,855000,3,2,69.0
60,Paris 14ème,Didot-Porte de Vanves,1750000,6,4,130.0
61,Paris 8ème,Elysées-Madeleine,1990000,5,3,130.0
62,Paris 17ème,Ternes-Maillot,1040000,4,2,77.0
63,Paris 16ème,Muette Nord,2230000,7,4,215.0
64,Paris 15ème,Alleray Procession,498750,2,1,54.63
65,Paris 14ème,Didot-Porte de Vanves,795000,2,1,69.0
67,Paris 15ème,Vaugirard-Parc des Expositions,922200,3,2,71.0
68,Paris 7ème,Saint Thomas d'Aquin,3750000,4,3,141.86
69,Paris 7ème,Gros Caillou,3300000,6,4,229.0
70,Paris 19ème,Danube-Porte des Lilas,485000,2,1,43.72
71,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,1200000,5,3,108.0
72,Paris 16ème,Chaillot,3339000,7,4,264.0
73,Paris 20ème,Amandiers,490000,2,1,41.72
74,Paris 14ème,Didot-Porte de Vanves,795000,2,1,69.0
76,Paris 19ème,Danube-Porte des Lilas,485000,2,1,43.72
77,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,1200000,5,3,108.0
78,Paris 20ème,Amandiers,490000,2,1,41.72
79,Paris 16ème,Porte Dauphine,2850000,6,3,201.08
80,Paris 16ème,Chaillot,3300000,4,2,185.0
81,Paris 18ème,Montmartre,1590000,5,3,134.1
82,Paris 8ème,Triangle d'Or,1990000,4,3,124.8
83,Paris 11ème,République-Saint Ambroise,1664000,5,2,115.0
84,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,899000,4,3,99.0
85,Paris 17ème,Pereire-Malesherbes,935000,5,3,98.0
86,Paris 12ème,Aligre-Gare de Lyon,1500000,8,6,148.0
87,Paris 16ème,Muette Nord,1300000,4,2,90.0
88,Paris 11ème,République-Saint Ambroise,895000,3,2,70.83
89,Paris 5ème,Sorbonne,2550000,4,3,115.0
90,Paris 5ème,Sorbonne,575000,2,1,46.0
91,Paris 9ème,Trudaine-Maubeuge,740000,2,1,52.42
92,Paris 16ème,Auteuil Sud,1144000,3,2,94.0
93,Paris 18ème,Grandes Carrières-Clichy,1458330,6,5,148.43
94,Paris 13ème,Salpêtrière-Austerlitz,616000,2,1,44.0
95,Paris 8ème,Parc Monceau,2100000,3,2,80.0
96,Paris 20ème,Gambetta,1500000,6,3,135.0
97,Paris 15ème,Pasteur Montparnasse,4700000,7,5,235.0
98,Paris 13ème,Bièvres Sud Tolbiac,1670000,6,5,159.0
99,Paris 13ème,Bièvres Sud Tolbiac,1670000,6,5,159.0
100,Paris 16ème,Muette Nord,799000,2,1,65.0
101,Paris 8ème,Elysées-Madeleine,1750000,3,2,76.0
102,Paris 16ème,Auteuil Nord,1287500,3,1,97.45
103,,,2500000,4,2,136.58
104,Paris 5ème,Jardin des Plantes,880000,2,1,62.0
105,Paris 15ème,Citroën-Boucicaut,599000,3,2,52.26
106,Paris 17ème,Pereire-Malesherbes,1578000,3,2,97.74
107,Paris 3ème,Enfants Rouges,820000,2,1,56.01
108,Paris 8ème,Triangle d'Or,3980000,6,4,192.0
109,Paris 14ème,Didot-Porte de Vanves,1100000,5,3,114.75
110,Paris 15ème,Vaugirard-Parc des Expositions,540000,2,1,62.0
111,Paris 11ème,Belleville-Saint Maur,925000,3,2,68.0
112,Paris 4ème,Arsenal,2110000,4,3,133.0
113,Paris 4ème,Saint Merri,1370000,4,3,105.0
114,Paris 12ème,Bel-Air Sud,650000,3,2,63.0
115,Paris 11ème,Nation-Alexandre Dumas,447000,2,1,39.0
116,Paris 16ème,Chaillot,835000,3,2,57.0
117,Paris 8ème,Triangle d'Or,765000,2,1,47.65
118,Paris 18ème,Clignancourt-Jules Joffrin,1600000,5,3,115.0
119,Paris 18ème,Montmartre,880000,4,2,61.0
120,Paris 16ème,Porte Dauphine,1895000,5,3,135.0
121,Paris 8ème,Triangle d'Or,1590600,4,3,94.0
122,Paris 18ème,Montmartre,1990000,5,3,119.0
123,,,2900000,6,4,187.0
124,Paris 17ème,Batignolles-Cardinet,1895000,7,4,180.34
125,Paris 14ème,Didot-Porte de Vanves,1100000,5,3,114.75
126,Paris 15ème,Vaugirard-Parc des Expositions,540000,2,1,62.0
127,Paris 14ème,Mouton Duvernet,1222720,3,2,107.0
128,Paris 11ème,Belleville-Saint Maur,925000,3,2,68.0
129,,,429000,2,1,35.0
130,Paris 12ème,Bel-Air Sud,650000,3,2,63.0
131,Paris 16ème,Chaillot,835000,3,2,57.0
132,Paris 8ème,Elysées-Madeleine,2133797,5,3,134.1
133,Paris 4ème,Saint Gervais,1185000,4,2,72.0
134,Paris 20ème,Gambetta,995000,5,3,108.5
136,Paris 18ème,Montmartre,599000,2,1,53.14
137,Paris 18ème,La Chapelle-Marx Dormoy,290000,2,1,35.0
138,Paris 16ème,Auteuil Sud,630000,2,1,51.0
139,Paris 9ème,Lafayette-Richer,305000,2,1,24.0
140,Paris 16ème,Chaillot,3339000,7,4,262.0
141,Paris 14ème,Raspail-Montparnasse,4500000,5,4,156.0
142,Paris 16ème,Auteuil Sud,1290000,5,3,130.0
143,Paris 14ème,Montsouris Dareau,2290000,8,6,180.0
144,Paris 16ème,Muette Nord,3950000,7,4,267.0
145,Paris 3ème,Archives,690000,2,1,47.0
147,Paris 14ème,Jean Moulin-Porte d'Orléans,650000,4,2,65.0
148,Paris 17ème,La Fourche-Guy Môquet,722000,3,2,64.0
149,Paris 16ème,Auteuil Sud,630000,2,1,51.0
150,Paris 16ème,Chaillot,3339000,7,4,262.0
151,Paris 14ème,Raspail-Montparnasse,4500000,5,4,156.0
152,Paris 18ème,Amiraux-Simplon-Poissonniers,685000,4,3,79.0
153,Paris 1er,Les Halles,2750000,5,3,156.02
154,Paris 14ème,Montsouris Dareau,2290000,8,6,180.0
156,Paris 14ème,Jean Moulin-Porte d'Orléans,650000,4,2,65.0
157,,,2580000,5,3,112.12
158,Paris 18ème,La Chapelle-Marx Dormoy,328000,2,1,33.63
159,Paris 15ème,Dupleix-Motte Picquet,1230000,6,3,130.98
160,,,852800,4,3,95.03
161,Paris 14ème,Jean Moulin-Porte d'Orléans,1346000,5,4,112.5
162,Paris 14ème,Didot-Porte de Vanves,695000,4,2,67.0
163,Paris 15ème,Alleray Procession,2995000,8,5,353.0
164,Paris 13ème,Buttes Aux Cailles-Glacière,585000,3,2,74.99
165,Paris 18ème,Grandes Carrières-Clichy,1120000,4,2,89.0
166,Paris 15ème,Violet Commerce,1450000,4,3,95.0
167,Paris 7ème,Ecole Militaire,2255000,5,4,139.3
168,Paris 14ème,Pernety,795000,2,1,69.0
169,Paris 12ème,Bel-Air Sud,760000,4,2,75.93
170,Paris 14ème,Pernety,1090000,5,3,114.11
171,Paris 4ème,Arsenal,1290000,3,2,92.0
172,Paris 6ème,Monnaie,4100000,7,4,175.0
173,Paris 12ème,Nation-Picpus,494000,3,2,53.46
174,Paris 14ème,Didot-Porte de Vanves,1190000,4,3,78.0
175,Paris 9ème,Provence Opéra,1672000,3,2,86.92
176,,,1672000,3,2,86.92
177,Paris 16ème,Porte Dauphine,2150000,6,4,228.0
178,Paris 8ème,Triangle d'Or,1200000,2,1,66.0
179,Paris 15ème,Dupleix-Motte Picquet,1860000,6,4,121.9
180,Paris 16ème,Auteuil Sud,850000,2,1,48.69
181,Paris 8ème,Triangle d'Or,1795000,2,1,79.64
182,Paris 12ème,Bois de Vincennes,695000,2,1,63.0
183,Paris 12ème,Bel-Air Sud,650000,3,2,62.88
184,Paris 18ème,Grandes Carrières-Clichy,680000,2,1,54.0
185,Paris 16ème,Chaillot,4985000,7,4,245.0
186,Paris 9ème,Provence Opéra,1362000,4,3,109.61
187,Paris 11ème,Belleville-Saint Maur,1020000,4,2,92.0
188,Paris 16ème,Muette Sud,1360000,3,2,92.0
190,Paris 6ème,Odéon,640000,2,1,41.0
191,Paris 17ème,Ternes-Maillot,2547000,6,3,198.0
192,Paris 16ème,Muette Sud,1685000,5,3,136.0
194,Paris 16ème,Muette Nord,2580000,5,3,165.2
195,Paris 6ème,Saint Placide,2055000,5,3,136.13
196,Paris 15ème,Emeriau-Zola,1470000,5,3,108.33
197,Paris 16ème,Muette Nord,2900000,7,5,243.0
198,Paris 16ème,Muette Nord,6300000,5,1,236.8
200,Paris 15ème,Georges Brassens,968000,5,3,105.18
201,Paris 6ème,Rennes,807000,2,1,52.0
202,Paris 7ème,Ecole Militaire,2300000,6,4,210.0
203,Paris 18ème,Montmartre,599000,2,1,53.14
204,Paris 15ème,Dupleix-Motte Picquet,1790000,4,3,93.37
205,Paris 9ème,Lafayette-Richer,305000,2,1,24.0
206,Paris 16ème,Auteuil Sud,1290000,5,3,130.0
207,Paris 16ème,Muette Nord,3950000,7,4,267.0
208,Paris 3ème,Archives,690000,2,1,47.0
209,Paris 13ème,Patay-Masséna,670000,3,2,70.0
210,Paris 17ème,La Fourche-Guy Môquet,722000,3,2,64.0
211,Paris 17ème,Champerret-Berthier,333000,2,1,58.42
212,Paris 16ème,Muette Nord,2220000,5,3,159.0
213,Paris 16ème,Muette Nord,1990000,5,3,127.58
215,Paris 11ème,Léon-Blum Folie-Regnault,1900000,6,4,135.0
217,Paris 16ème,Auteuil Nord,925000,3,2,80.0
218,Paris 17ème,Pereire-Malesherbes,675000,2,1,55.0
219,Paris 14ème,Mouton Duvernet,1998750,6,3,152.0
220,Paris 16ème,Muette Sud,920000,4,2,82.53
221,Paris 17ème,Clichy-Batignolles,749000,3,2,70.57
222,Paris 16ème,Auteuil Sud,480000,2,1,48.0
223,Paris 11ème,Léon-Blum Folie-Regnault,899000,4,3,79.0
224,Paris 14ème,Montsouris Dareau,1165000,5,3,100.0
225,Paris 18ème,Grandes Carrières-Clichy,583000,2,1,48.25
226,Paris 9ème,Clichy-Trinité,5990000,7,5,262.0
228,Paris 16ème,Auteuil Sud,1170000,5,4,110.0
229,Paris 17ème,Ternes-Maillot,2547000,7,4,198.0
230,Paris 16ème,Porte Dauphine,2595000,6,4,193.0
232,Paris 11ème,République-Saint Ambroise,1289000,4,2,96.2
233,Paris 20ème,Gambetta,379000,3,2,40.0
234,Paris 15ème,Georges Brassens,997000,5,3,98.0
235,Paris 6ème,Monnaie,495000,2,1,30.02
236,Paris 14ème,Didot-Porte de Vanves,1190000,4,3,78.0
237,Paris 8ème,Triangle d'Or,1795000,2,1,79.64
238,Paris 13ème,Buttes Aux Cailles-Glacière,715000,4,2,86.3
239,Paris 12ème,Jardin de Reuilly,790000,4,3,75.0
240,Paris 4ème,Saint Gervais,1150000,4,2,86.0
241,Paris 15ème,Emeriau-Zola,1449000,4,3,128.81
243,Paris 4ème,Arsenal,895000,2,1,44.0
244,Paris 16ème,Muette Nord,4150000,7,4,230.0
245,Paris 18ème,Grandes Carrières-Clichy,1250000,5,3,200.0
246,Paris 4ème,Île de la Cité,890000,3,2,68.0
247,Paris 16ème,Muette Nord,2880000,8,4,180.21
248,Paris 3ème,Archives,1050000,4,3,78.0
249,Paris 13ème,Croulebarbe,840000,3,2,61.68
251,Paris 17ème,Champerret-Berthier,2420000,6,4,170.0
252,Paris 16ème,Muette Nord,4800000,5,3,297.54
254,Paris 9ème,Lorette-Martyrs,884000,3,1,77.0
255,Paris 5ème,Sorbonne,569000,2,1,37.0
256,Paris 15ème,Vaugirard-Parc des Expositions,475000,3,2,56.0
257,,,1145000,5,3,96.1
258,Paris 14ème,Raspail-Montparnasse,463000,2,1,40.0
259,Paris 14ème,Didot-Porte de Vanves,435000,2,1,52.0
260,Paris 7ème,Gros Caillou,1730000,6,4,133.0
261,Paris 10ème,Porte Saint Denis-Paradis,2800000,8,5,227.28
262,Paris 17ème,La Fourche-Guy Môquet,2912000,9,6,346.0
263,Paris 17ème,Pereire-Malesherbes,573751,2,1,42.2
264,Paris 18ème,Montmartre,1158000,3,2,115.0
265,Paris 17ème,Courcelles-Wagram,1428816,4,4,115.6
266,Paris 16ème,Porte Dauphine,3255000,6,3,165.0
267,Paris 15ème,Georges Brassens,698000,3,2,72.0
268,Paris 12ème,Jardin de Reuilly,562000,3,1,53.21
269,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,399000,2,1,34.22
270,Paris 14ème,Jean Moulin-Porte d'Orléans,880000,3,2,79.56
271,Paris 15ème,Georges Brassens,1390000,5,4,122.0
272,,,1600000,4,3,94.0
274,Paris 20ème,Plaine,685000,3,2,72.26
275,Paris 19ème,Bas Belleville,675000,2,1,65.0
276,Paris 14ème,Pernety,336000,2,1,25.0
277,Paris 11ème,Léon-Blum Folie-Regnault,1320000,3,2,103.0
278,Paris 16ème,Chaillot,2590000,6,4,182.0
279,Paris 1er,Vendôme,1140000,2,1,54.0
280,Paris 17ème,Pereire-Malesherbes,2600000,6,4,197.0
281,Paris 2ème,Montorgueil-Saint Denis,1550000,3,2,111.0
283,Paris 9ème,Lafayette-Richer,1430000,3,2,86.0
284,Paris 16ème,Chaillot,2450000,6,4,196.0
285,Paris 15ème,Cambronne-Garibaldi,2300000,5,3,120.0
286,Paris 5ème,Val de Grace,575000,2,1,43.0
287,Paris 15ème,Vaugirard-Parc des Expositions,659000,3,2,59.0
288,Paris 16ème,Auteuil Nord,1287000,3,1,94.0
291,Paris 10ème,Saint Vincent de Paul-Lariboisière,577000,3,2,43.0
292,Paris 14ème,Mouton Duvernet,635000,3,2,48.0
293,Paris 14ème,Mouton Duvernet,635000,2,1,48.24
294,Paris 7ème,Invalides,1890000,5,3,109.63
295,Paris 10ème,Porte Saint Denis-Paradis,737000,4,2,75.0
296,Paris 4ème,Arsenal,1650000,3,2,99.0
297,Paris 11ème,Léon-Blum Folie-Regnault,695000,2,1,57.0
299,Paris 19ème,Bas Belleville,675000,2,1,65.0
300,Paris 14ème,Pernety,336000,2,1,25.0
301,Paris 11ème,Léon-Blum Folie-Regnault,1320000,3,2,103.0
302,Paris 16ème,Chaillot,2590000,6,4,182.0
303,Paris 12ème,Jardin de Reuilly,916000,3,2,83.0
304,Paris 2ème,Montorgueil-Saint Denis,1550000,3,2,111.0
306,Paris 17ème,Courcelles-Wagram,2400000,7,4,201.0
307,Paris 5ème,Jardin des Plantes,585000,2,1,47.72
308,Paris 4ème,Saint Gervais,1790000,3,1,90.0
309,Paris 16ème,Chaillot,4970000,7,4,210.0
310,Paris 19ème,Bassin de la Villette,679000,3,2,79.0
311,Paris 15ème,Cambronne-Garibaldi,2300000,5,3,120.0
312,Paris 5ème,Val de Grace,575000,2,1,43.0
313,Paris 15ème,Vaugirard-Parc des Expositions,659000,3,2,59.0
314,Paris 16ème,Auteuil Nord,1287000,3,1,94.0
317,Paris 10ème,Saint Vincent de Paul-Lariboisière,577000,3,2,43.0
318,Paris 14ème,Mouton Duvernet,635000,3,2,48.0
319,Paris 16ème,Chaillot,3570000,4,3,223.0
320,Paris 14ème,Mouton Duvernet,635000,2,1,48.24
321,Paris 7ème,Invalides,1890000,5,3,109.63
322,Paris 10ème,Porte Saint Denis-Paradis,737000,4,2,75.0
323,Paris 16ème,Porte Dauphine,4200000,8,5,273.94
324,Paris 18ème,Montmartre,1470000,4,1,135.0
326,Paris 17ème,Batignolles-Cardinet,850000,3,1,86.0
327,Paris 16ème,Muette Sud,1710000,4,3,101.5
328,Paris 4ème,Saint Merri,595000,2,1,40.0
329,Paris 18ème,Montmartre,615000,3,2,48.0
330,Paris 17ème,Epinettes-Bessières,1085000,5,1,69.57
331,Paris 16ème,Muette Nord,5950000,7,4,248.0
332,Paris 17ème,Courcelles-Wagram,2195000,4,3,162.15
333,Paris 11ème,Bastille-Popincourt,395000,2,1,39.0
334,Paris 6ème,Saint Placide,1120000,5,2,86.0
335,Paris 14ème,Montsouris Dareau,1540000,4,2,149.0
336,Paris 4ème,Saint Gervais,1395000,4,2,96.5
337,Paris 17ème,Champerret-Berthier,1620000,5,4,148.0
338,Paris 16ème,Chaillot,2280000,5,3,153.0
339,Paris 15ème,Cambronne-Garibaldi,1185000,4,3,102.0
340,Paris 7ème,Invalides,5100000,7,4,211.0
341,Paris 16ème,Porte Dauphine,4200000,8,5,273.94
342,Paris 9ème,Lafayette-Richer,2205000,7,4,172.0
343,Paris 8ème,Triangle d'Or,950000,2,1,51.38
345,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,1850000,4,1,185.04
346,Paris 10ème,Louis Blanc-Aqueduc,1850000,4,2,123.0
347,Paris 14ème,Mouton Duvernet,1785000,3,1,90.0
348,,,4070000,7,4,391.0
349,Paris 3ème,Enfants Rouges,855000,3,2,69.0
350,Paris 14ème,Raspail-Montparnasse,1140000,4,3,85.0
352,Paris 11ème,Bastille-Popincourt,1193000,5,3,112.0
353,Paris 19ème,Danube-Porte des Lilas,615000,3,2,78.0
354,Paris 16ème,Muette Sud,1380000,5,3,133.0
355,Paris 10ème,Porte Saint Denis-Paradis,775000,3,2,69.01
356,Paris 8ème,Elysées-Madeleine,2400000,4,5,110.0
357,Paris 8ème,Triangle d'Or,1035000,3,2,73.04
358,Paris 15ème,Violet Commerce,743000,3,2,70.0
360,Paris 8ème,Saint Philippe du Roule,929000,2,1,61.0
362,Paris 6ème,Notre Dame des Champs,1550000,3,2,89.12
363,Paris 7ème,Gros Caillou,715000,2,1,52.0
364,Paris 4ème,Arsenal,3995000,7,4,287.0
365,Paris 16ème,Muette Nord,2500000,6,3,154.75
366,Paris 8ème,Elysées-Madeleine,2133797,5,3,142.0
367,Paris 17ème,Pereire-Malesherbes,1050000,5,3,100.0
368,Paris 16ème,Chaillot,5225000,11,5,286.67
369,Paris 16ème,Porte Dauphine,895000,3,2,67.0
370,Paris 15ème,Pasteur Montparnasse,835000,3,1,69.0
371,Paris 6ème,Odéon,2800000,5,3,141.87
372,Paris 16ème,Porte Dauphine,2600000,4,2,170.2
373,Paris 16ème,Muette Nord,4900000,8,4,365.0
374,Paris 20ème,Saint Blaise,587000,3,2,62.0
375,Paris 15ème,Violet Commerce,1135000,5,3,92.0
376,Paris 6ème,Saint Germain des Prés,3200000,5,3,138.0
377,Paris 16ème,Porte Dauphine,895000,4,2,67.0
378,Paris 15ème,Cambronne-Garibaldi,1300000,4,2,94.05
379,Paris 17ème,Courcelles-Wagram,2430000,6,4,191.0
380,Paris 7ème,Ecole Militaire,2450000,5,3,149.09
381,Paris 16ème,Auteuil Sud,910000,4,3,90.0
382,Paris 6ème,Odéon,800000,2,1,55.35
383,Paris 16ème,Porte Dauphine,2045000,5,3,146.66
384,Paris 17ème,Champerret-Berthier,1550000,6,4,152.0
385,Paris 16ème,Muette Nord,2800000,5,3,191.18
386,Paris 16ème,Muette Nord,2800000,5,3,191.0
387,Paris 20ème,Gambetta,477000,2,1,45.0
388,Paris 6ème,Monnaie,650000,2,1,48.32
389,Paris 14ème,Didot-Porte de Vanves,511000,2,1,48.56
390,Paris 14ème,Jean Moulin-Porte d'Orléans,525000,2,1,52.6
391,,,852800,4,2,95.03
392,Paris 9ème,Trudaine-Maubeuge,869000,3,1,73.0
393,Paris 3ème,Arts et Métiers,730000,3,2,54.0
394,Paris 9ème,Lafayette-Richer,650000,3,1,78.0
395,,,1995000,4,3,141.0
397,Paris 16ème,Auteuil Nord,1790000,6,4,144.0
398,Paris 8ème,Parc Monceau,1684000,3,2,80.0
399,Paris 17ème,Pereire-Malesherbes,2185403,5,3,172.5
400,Paris 11ème,Belleville-Saint Maur,546000,2,1,40.0
401,Paris 15ème,Cambronne-Garibaldi,1159200,5,3,103.0
402,Paris 9ème,Provence Opéra,1180000,3,2,120.0
403,Paris 15ème,Violet Commerce,830000,3,2,63.0
404,Paris 5ème,Jardin des Plantes,635000,3,1,49.0
405,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,1130000,4,3,101.0
406,Paris 15ème,Pasteur Montparnasse,829500,3,2,67.0
407,Paris 14ème,Raspail-Montparnasse,1179000,2,1,78.0
408,Paris 20ème,Saint Blaise,570000,3,2,59.37
409,Paris 9ème,Trudaine-Maubeuge,678000,2,1,51.0
410,Paris 15ème,Pasteur Montparnasse,690000,3,2,44.05
411,Paris 14ème,Mouton Duvernet,1490000,4,3,110.85
412,Paris 8ème,Mairie,2950000,6,4,223.0
413,Paris 14ème,Didot-Porte de Vanves,511000,2,1,48.56
414,Paris 10ème,Porte Saint Denis-Paradis,530000,2,1,47.0
415,Paris 5ème,Val de Grace,595000,3,1,44.1
416,Paris 16ème,Muette Nord,2990000,8,5,262.62
417,Paris 2ème,Montorgueil-Saint Denis,1550000,3,2,111.0
418,Paris 14ème,Raspail-Montparnasse,4500000,5,4,156.0
419,Paris 6ème,Odéon,1280000,2,1,72.8
420,Paris 14ème,Didot-Porte de Vanves,432600,2,1,38.51
421,Paris 12ème,Bel-Air Sud,995000,4,2,82.0
422,Paris 17ème,Pereire-Malesherbes,2645000,6,4,194.5
423,Paris 4ème,Saint Merri,2650000,4,3,136.0
424,Paris 16ème,Chaillot,3350000,8,4,282.0
425,Paris 9ème,Trudaine-Maubeuge,1600000,4,3,127.81
426,Paris 7ème,Saint Thomas d'Aquin,1800000,4,2,123.0
427,Paris 4ème,Saint Merri,950000,3,2,57.0
428,Paris 14ème,Montsouris Dareau,1144000,5,3,89.0
429,Paris 8ème,Europe,1395000,5,3,93.39
430,Paris 16ème,Auteuil Nord,585000,2,1,52.5
431,Paris 16ème,Muette Nord,3040000,8,5,245.0
432,Paris 18ème,La Chapelle-Marx Dormoy,562000,4,2,60.0
433,Paris 6ème,Saint Placide,2750000,5,3,154.24
434,Paris 8ème,Triangle d'Or,4680000,6,4,176.0
435,Paris 16ème,Porte Dauphine,750000,2,1,69.0
436,Paris 15ème,Alleray Procession,650000,2,1,63.0
437,Paris 7ème,Ecole Militaire,2250000,5,3,142.3
438,Paris 7ème,Saint Thomas d'Aquin,1670000,4,2,81.7
439,Paris 16ème,Auteuil Sud,336000,2,1,29.0
440,Paris 15ème,Pasteur Montparnasse,480250,2,1,41.0
441,Paris 20ème,Père Lachaise-Réunion,650000,3,2,85.26
443,Paris 17ème,La Fourche-Guy Môquet,2200000,5,4,150.0
444,Paris 15ème,Pasteur Montparnasse,690000,3,2,44.0
445,Paris 8ème,Mairie,1250000,3,2,77.0
446,Paris 12ème,Vallée de Fécamp,730000,3,2,64.0
447,Paris 4ème,Île de la Cité,1350000,3,2,72.0
448,Paris 20ème,Gambetta,1100000,5,4,116.1
449,Paris 20ème,Gambetta,1100000,5,4,116.1
450,Paris 5ème,Jardin des Plantes,635000,3,1,49.0
451,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,1130000,4,3,101.0
452,Paris 15ème,Pasteur Montparnasse,892500,4,3,99.35
453,Paris 15ème,Pasteur Montparnasse,829500,3,2,67.0
454,Paris 7ème,Saint Thomas d'Aquin,1050000,2,1,46.5
455,Paris 9ème,Trudaine-Maubeuge,678000,2,1,51.0
456,Paris 15ème,Pasteur Montparnasse,690000,3,2,44.05
457,Paris 20ème,Gambetta,560000,3,2,58.0
458,Paris 11ème,Nation-Alexandre Dumas,665000,2,1,57.0
459,Paris 13ème,Buttes Aux Cailles-Glacière,650000,4,3,79.0
460,Paris 16ème,Auteuil Sud,637000,3,1,57.0
461,Paris 6ème,Odéon,1950000,5,3,123.15
462,Paris 3ème,Enfants Rouges,690000,2,1,52.78
463,Paris 14ème,Mouton Duvernet,1490000,4,3,110.85
464,Paris 8ème,Mairie,2950000,6,4,223.0
465,Paris 8ème,Mairie,2350000,7,4,195.0
466,Paris 14ème,Mouton Duvernet,635000,3,2,48.0
467,Paris 16ème,Muette Nord,2990000,8,5,262.62
468,Paris 5ème,Saint Victor,670000,3,2,52.07
469,Paris 18ème,Montmartre,1615000,4,2,105.0
470,Paris 20ème,Plaine,485000,2,1,50.56
472,Paris 16ème,Chaillot,495000,2,1,39.0
473,Paris 8ème,Parc Monceau,3672000,6,4,230.0
475,Paris 10ème,Grange Aux Belles-Terrage,890000,3,1,116.15
476,Paris 16ème,Muette Nord,2855000,6,4,231.69
477,Paris 4ème,Arsenal,1595000,4,2,118.0
478,Paris 12ème,Jardin de Reuilly,904800,3,2,86.0
479,Paris 9ème,Trudaine-Maubeuge,570000,2,1,63.7
480,Paris 17ème,Courcelles-Wagram,3380000,7,4,260.0
481,Paris 14ème,Raspail-Montparnasse,2250000,3,3,107.0
482,Paris 6ème,Monnaie,1470000,3,1,77.44
