ville, price, room_nb, bedroom_nb, surface, quartier
Paris 16 (75016),1 715 000 €,6,4 ch.,172,Paris
Paris 15 (75015),1 715 000 €,5,4 ch.,113,Paris 15ème
Paris 04 (75004),1 715 000 €,4,3 ch.,116,Paris
Paris 15 (75015),1 715 000 €,5,4 ch.,113,Paris 15ème
Paris 04 (75004),1 715 000 €,5,2 ch.,116,Paris 4ème
Paris 16 (75116),1 716 000 €,5,3 ch.,138,Paris
Paris 16 (75116),1 716 000 €,5,3 ch.,138,Paris
Paris 17 (75017),1 720 000 €,7,4 ch.,166,Paris
Paris 17 (75017),1 720 000 €,7,5 ch.,170,
Paris 15 (75015),1 720 000 €,6,4 ch.,131,Paris 15ème
Paris 08 (75008),1 725 000 €,6,4 ch.,131,Europe
Paris 08 (75008),1 725 000 €,6,4 ch.,131,Europe
Paris 16 (75116),1 730 000 €,5,3 ch.,140,Paris
Paris 16 (75016),1 730 000 €,5,3 ch.,140,Paris
Paris 16 (75016),1 730 000 €,4,2 ch.,134,Paris
Paris 10 (75010),1 730 000 €,5,3 ch.,140,Paris 10
Paris 06 (75006),1 732 500 €,4,2 ch.,97,Paris 6ème
Paris 12 (75012),1 734 600 €,6,3 ch.,177,Paris 12ème
Paris 08 (75008),1 735 000 €,3,2 ch.,85,Faubourg-du-Roule
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 18 (75018),1 740 000 €,5,3 ch.,101,Lamarck-Caulaincourt
Paris 15 (75015),1 741 000 €,4,3 ch.,137,Paris 15ème
Paris 06 (75006),1 742 000 €,3,1 ch.,77,Paris
Paris 17 (75017),1 744 000 €,5,3 ch.,131,
Paris 08 (75008),1 744 000 €,5,3 ch.,131,Paris 8ème
Paris 07 (75007),1 750 000 €,4,2 ch.,93,Paris 7ème
Paris 13 (75013),1 750 000 €,3,2 ch.,95,
Paris 08 (75008),1 750 000 €,3,2 ch.,76,Paris 8ème
Paris 16 (75016),1 750 000 €,6,4 ch.,153,Paris
Paris 09 (75009),1 750 000 €,5,3 ch.,116,Paris 9ème
Paris 10 (75010),1 750 000 €,4,3 ch.,161,
Paris 17 (75017),1 755 000 €,5,4 ch.,136,
Paris 08 (75008),1 760 000 €,5,3 ch.,126,Paris
Paris 10 (75010),1 760 000 €,5,3 ch.,140,Poissonnière
Paris 07 (75007),1 764 000 €,5,3 ch.,104,75007
Paris 09 (75009),1 768 000 €,6,1 ch.,164,Paris 9ème
Paris 08 (75008),1 770 000 €,4,2 ch.,88,08 Eme Champs-Elysees | Ave Friedland
Paris 08 (75008),1 770 000 €,3,2 ch.,88,Champs-élysées
Paris 17 (75017),1 770 000 €,5,4 ch.,127,"Brochant, Pont Cardinet, Rome"
Paris 08 (75008),1 770 000 €,3,2 ch.,88,Paris
Paris 19 (75019),745 000 €,4,3 ch.,77,
Paris 08 (75008),1 770 000 €,4,2 ch.,88,08 Eme Champs-Elysees | Ave Friedland
Paris 15 (75015),1 773 000 €,5,4 ch.,126,Paris
Paris 12 (75012),1 776 000 €,4,3 ch.,138,
Paris 07 (75007),1 780 000 €,3,2 ch.,84,Quai Branly
Paris 10 (75010),1 780 000 €,4,1 ch.,185,Hôpital-Saint-Louis
Paris 10 (75010),1 780 000 €,4,2 ch.,185,Paris 10ème
Paris 16 (75016),1 784 000 €,5,3 ch.,130,Paris
Paris 14 (75014),1 785 000 €,3,1 ch.,90,Denfert St Jacques
Paris 06 (75006),1 785 000 €,3,1 ch.,94,Paris
Paris 14 (75014),1 785 000 €,3,1 ch.,90,
Paris 14 (75014),1 785 000 €,3,1 ch.,86,
Paris 16 (75016),1 790 000 €,5,3 ch.,148,Paris
Paris 10 (75010),1 790 000 €,5,3 ch.,174,
Paris 15 (75015),1 790 000 €,3,2 ch.,102,Paris 15ème
Paris 17 (75017),1 790 000 €,5,3 ch.,136,Paris 17ème
Paris 17 (75017),1 790 000 €,5,4 ch.,146,Villiers
Paris 15 (75015),1 790 000 €,3,2 ch.,100,
Paris (75015),1 790 000 €,3,,101,
Paris 14 (75014),1 795 000 €,6,4 ch.,168,Alésia
Paris 17 (75017),1 795 000 €,4,2 ch.,132,Paris 17ème
Paris 19 (75019),328 600 €,1,,33,
Paris 08 (75008),1 795 000 €,2,1 ch.,80,
Paris 14 (75014),1 795 000 €,5,4 ch.,168,Paris
Paris 14 (75014),1 795 000 €,6,4 ch.,168,Alésia
Paris 03 (75003),1 799 000 €,5,3 ch.,133,Enfants Rouges | République
Paris 17 (75017),1 799 000 €,7,4 ch.,180,Rome
Paris 17 (75017),1 799 000 €,7,4 ch.,180,17 Eme Batignolles
Paris 17 (75017),1 799 000 €,7,4 ch.,180,Paris 17
Paris 08 (75008),1 799 000 €,7,4 ch.,180,Rome
Paris 17 (75017),1 799 000 €,7,4 ch.,180,
Paris 15 (75015),1 799 000 €,5,3 ch.,110,
Paris 16 (75016),1 800 000 €,5,3 ch.,115,Paris
Paris 10 (75010),1 800 000 €,5,2 ch.,144,
Paris 07 (75007),1 800 000 €,4,2 ch.,123,Saint Thomas d'Aquin
Paris 07 (75007),1 800 000 €,5,3 ch.,98,Paris 7ème
Paris 07 (75007),1 800 000 €,5,3 ch.,98,Paris 7ème
Paris 07 (75007),1 800 000 €,5,3 ch.,100,Saint-Thomas-d'Aquin
Paris 07 (75007),1 800 000 €,5,3 ch.,123,Bac Université
Paris 07 (75007),1 800 000 €,4,3 ch.,123,Carré des Antiquaires
Paris 16 (75016),1 820 000 €,3,2 ch.,98,Paris
Paris 13 (75013),1 820 000 €,5,4 ch.,127,Paris 13ème
Paris 18 (75018),450 000 €,3,2 ch.,51,Paris
Paris 10 (75010),1 800 000 €,5,2 ch.,144,
Paris 07 (75007),1 800 000 €,5,3 ch.,98,Paris 7ème
Paris 07 (75007),1 800 000 €,5,3 ch.,98,Paris 7ème
Paris 07 (75007),1 800 000 €,5,3 ch.,100,Saint-Thomas-d'Aquin
Paris 07 (75007),1 800 000 €,5,3 ch.,123,Bac Université
Paris 07 (75007),1 800 000 €,4,3 ch.,123,Carré des Antiquaires
Paris 07 (75007),1 800 000 €,4,2 ch.,123,Saint Thomas d'Aquin
Paris 13 (75013),1 820 000 €,5,4 ch.,127,Paris 13ème
Paris 16 (75016),1 820 000 €,3,2 ch.,98,Paris
Paris 19 (75019),1 820 000 €,5,2 ch.,207,Paris
Paris 16 (75016),1 820 000 €,3,2 ch.,98,Paris
Paris 17 (75017),1 825 000 €,5,3 ch.,145,Paris 17ème
Paris 18 (75018),1 825 000 €,5,4 ch.,128,Paris 18ème
Paris 16 (75016),1 830 000 €,5,3 ch.,121,Paris
Paris 12 (75012),1 830 000 €,6,4 ch.,196,Picpus
Paris 16 (75016),1 840 000 €,4,2 ch.,,Paris
Paris 14 (75014),1 840 000 €,6,4 ch.,168,Alésia
Paris 20 (75020),1 840 000 €,4,2 ch.,150,Belleville
Paris 16 (75016),1 845 000 €,5,,115,Paris
Paris 06 (75006),1 850 000 €,2,1 ch.,65,Paris 6ème
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 18 (75018),1 854 000 €,4,3 ch.,197,La Muette
Paris 15 (75015),1 860 000 €,6,4 ch.,122,Paris 15ème
Paris 12 (75012),1 860 000 €,6,4 ch.,154,Paris
Paris 08 (75008),1 860 000 €,4,2 ch.,100,
Paris 04 (75004),1 870 000 €,3,1 ch.,118,Paris 4ème
Paris 06 (75006),1 870 000 €,3,2 ch.,104,Paris 6ème
Paris 6ème (75006),1 870 000 €,4,,90,
Paris 15 (75015),1 872 000 €,,,124,
Paris 15 (75015),1 872 000 €,,,124,
Paris 04 (75004),1 875 000 €,4,3 ch.,73,Paris
Paris 16 (75116),1 875 000 €,5,3 ch.,146,Paris
Paris 04 (75004),1 875 000 €,4,3 ch.,73,Paris 4ème
Paris 07 (75007),1 875 000 €,6,4 ch.,101,Gros-Caillou
Paris 16 (75116),1 880 000 €,5,3 ch.,146,Paris
Paris 16 (75116),1 880 000 €,5,3 ch.,146,Paris
Paris 07 (75007),1 885 000 €,3,2 ch.,67,Saint-Thomas-d'Aquin
Paris 08 (75008),1 890 000 €,4,2 ch.,128,Faubourg-du-Roule
Paris 16 (75016),1 890 000 €,6,3 ch.,163,Paris
Paris 16 (75016),1 890 000 €,5,3 ch.,149,Paris
Paris 07 (75007),1 890 000 €,5,3 ch.,110,Invalides
Paris 14 (75014),598 000 €,3,2 ch.,67,
Paris 07 (75007),1 890 000 €,5,3 ch.,110,Paris 7ème
Paris 15 (75015),1 890 500 €,4,3 ch.,107,
Paris 16 (75116),1 895 000 €,5,3 ch.,135,Paris
Paris 15 (75015),1 895 000 €,3,2 ch.,101,
Paris 02 (75002),1 895 000 €,6,4 ch.,141,Paris 2ème
Paris 07 (75007),1 895 000 €,4,1 ch.,114,Paris 7ème
Paris 02 (75002),1 895 000 €,6,4 ch.,141,Paris
Paris 16 (75116),1 895 000 €,4,3 ch.,141,Paris
Paris (75007),1 895 000 €,3,1 ch.,114,Saint François-Xavier
Paris 16 (75116),1 895 000 €,5,3 ch.,135,Paris
Paris 08 (75008),1 895 000 €,4,2 ch.,129,Faubourg-du-Roule
Paris 03 (75003),1 895 000 €,5,4 ch.,140,Paris
Paris 08 (75008),1 895 000 €,4,2 ch.,129,Faubourg-du-Roule
Paris 15ème (75015),1 899 000 €,5,,119,
Paris 08 (75008),1 900 000 €,5,3 ch.,126,
Paris 18 (75018),1 920 000 €,5,4 ch.,128,Paris 18ème
Paris 18 (75018),1 920 000 €,5,4 ch.,128,
Paris 13 (75013),1 922 000 €,5,4 ch.,127,Paris 13ème
Paris 13 (75013),1 922 000 €,5,4 ch.,127,Paris
Paris 16 (75116),1 930 000 €,6,3 ch.,177,Paris
Paris 17 (75017),675 000 €,4,2 ch.,72,
Paris 03 (75003),1 940 000 €,6,4 ch.,181,Paris 3eme Arrondissement
Paris 17 (75017),1 944 320 €,5,3 ch.,174,Paris 17ème
Paris 01 (75001),1 950 000 €,4,3 ch.,103,Paris 1er
Paris 02 (75002),1 950 000 €,4,3 ch.,103,Paris 2ème
Paris 07 (75007),1 950 000 €,3,2 ch.,84,Saint-Thomas-d'Aquin
Paris 14 (75014),1 950 000 €,3,3 ch.,98,Paris 14ème
Paris 14 (75014),1 950 000 €,5,4 ch.,143,Paris 14ème
Paris 17 (75017),1 950 000 €,5,3 ch.,141,"Touristique, Familial, Commerçant."
Paris 16 (75116),1 950 000 €,5,3 ch.,134,Paris
Paris 08 (75008),1 950 000 €,5,3 ch.,123,Paris 8ème
Paris 03 (75003),1 951 300 €,6,3 ch.,132,Entre Bastille et République
Paris 16 (75016),1 955 000 €,4,2 ch.,109,Paris
Paris 07 (75007),1 960 000 €,5,3 ch.,125,Gros-Caillou
Paris 08 (75008),1 970 000 €,3,1 ch.,86,Champs-élysées
Paris 14 (75014),1 970 000 €,4,3 ch.,113,Paris
Paris (75015),1 970 000 €,4,,109,
Paris 13 (75013),1 970 000 €,5,4 ch.,126,Paris 13ème
Paris 15 (75015),1 975 000 €,6,4 ch.,143,Paris 15ème
Paris 15 (75015),1 975 000 €,6,4 ch.,142,Paris 15ème
Paris 18 (75018),1 975 000 €,5,4 ch.,110,Paris 18ème
Paris 16 (75016),1 698 000 €,5,4 ch.,138,Paris
Paris 15 (75015),1 975 000 €,6,4 ch.,142,Paris 15ème
Paris 06 (75006),1 976 000 €,5,3 ch.,134,Notre-Dame-des-Champs
Paris 06 (75006),1 976 000 €,5,3 ch.,136,Saint Placide | Ferrandi 75006
Paris 06 (75006),1 976 000 €,5,3 ch.,136,Cherche Midi
Paris 06 (75006),1 976 000 €,5,4 ch.,134,Paris
Paris 10 (75010),1 980 000 €,5,3 ch.,117,Poissonnière
Paris 08 (75008),1 980 000 €,3,1 ch.,86,Champs-élysées
Paris 08 (75008),1 980 000 €,6,3 ch.,145,
Paris 09 (75009),1 980 000 €,3,1 ch.,73,Madeleine
Paris 10 (75010),1 980 000 €,5,3 ch.,117,Poissonnière
Paris 02 (75002),1 984 000 €,6,2 ch.,141,Paris 2ème
Paris 06 (75006),1 985 000 €,4,2 ch.,128,
Paris 09 (75009),1 990 000 €,6,4 ch.,176,Lafayette | Montholon
Paris 08 (75008),1 990 000 €,5,3 ch.,120,
Paris 06 (75006),1 990 000 €,5,3 ch.,81,Saint-Germain-des-Prés
Paris 07 (75007),1 990 000 €,4,2 ch.,112,Invalides
Paris 15 (75015),1 990 000 €,4,3 ch.,122,Paris
Paris 17 (75017),1 990 000 €,5,4 ch.,134,Plaine-Monceau
Paris 16 (75116),1 990 000 €,5,3 ch.,170,Paris
Paris 18 (75018),1 990 000 €,5,3 ch.,119,Paris 18
Paris 16 (75016),1 698 000 €,5,4 ch.,138,Paris
Paris 07 (75007),1 990 000 €,4,2 ch.,112,Invalides
Paris 16 (75016),1 990 000 €,5,3 ch.,128,Paris
Paris 16 (75116),1 990 000 €,5,3 ch.,170,Paris
Paris 06 (75006),1 990 000 €,5,3 ch.,81,Saint-Germain-des-Prés
Paris 08 (75008),1 990 000 €,5,3 ch.,120,
Paris 09 (75009),1 990 000 €,6,4 ch.,176,Lafayette | Montholon
Paris 08 (75008),1 990 000 €,4,3 ch.,125,Alma-Marceau
Paris 15 (75015),1 995 000 €,4,3 ch.,109,
Paris 09 (75009),1 995 000 €,6,3 ch.,152,
Paris 08 (75008),1 995 000 €,6,4 ch.,155,
Paris 15 (75015),1 995 000 €,4,3 ch.,109,Paris
Paris 16 (75016),1 995 000 €,4,3 ch.,211,Paris
Paris 11 (75011),1 995 000 €,5,4 ch.,168,Paris
Paris 15 (75015),1 995 000 €,4,3 ch.,109,Paris 15ème
Paris 08 (75008),1 995 000 €,5,3 ch.,155,Paris
Paris 15 (75015),1 995 000 €,4,3 ch.,110,Vaugirard| Saint Lambert
Paris 15 (75015),1 995 000 €,4,3 ch.,109,Paris 15eme Arrondissement
Paris 16 (75016),1 995 000 €,5,3 ch.,155,Paris
Paris 16 (75016),1 995 000 €,4,3 ch.,217,Paris
Paris 15 (75015),1 995 000 €,4,3 ch.,109,Paris 15ème
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 15 (75015),1 995 000 €,4,3 ch.,109,Paris 15ème
Paris 08 (75008),1 995 000 €,5,3 ch.,155,Paris
Paris 17 (75017),1 999 000 €,5,3 ch.,128,Paris 17eme Arrondissement
Paris 15 (75015),1 999 000 €,5,3 ch.,143,Paris 15ème
Paris 16 (75016),2 000 000 €,5,3 ch.,133,Paris
Paris 17 (75017),2 000 000 €,5,3 ch.,155,Paris 17ème
Paris 16 (75016),2 000 000 €,5,3 ch.,133,Paris
Paris 16 (75016),2 000 000 €,5,3 ch.,120,Paris
Paris 18 (75018),2 000 000 €,5,4 ch.,110,Paris 18ème
Paris 16 (75016),2 000 000 €,6,3 ch.,157,Paris
Paris 01 (75001),2 000 000 €,5,2 ch.,147,Paris 1er
Paris 18 (75018),2 000 000 €,5,4 ch.,110,Paris 18ème
Paris 01 (75001),2 000 000 €,5,3 ch.,129,Louvre-Rivoli
Paris 04 (75004),2 000 000 €,5,4 ch.,160,Paris 4ème
Paris 18 (75018),2 000 000 €,5,4 ch.,110,Paris 18eme Arrondissement
Paris 18 (75018),2 016 000 €,5,4 ch.,109,Paris 18ème
Paris 10 (75010),2 025 000 €,7,5 ch.,187,Poissonnière
Paris 16 (75016),2 035 000 €,6,4 ch.,156,Paris
Paris 16 (75116),2 040 000 €,6,4 ch.,170,Paris
Paris 16 (75116),2 049 000 €,5,4 ch.,166,Paris
Paris 14 (75014),450 000 €,2,1 ch.,31,Paris
Paris 16 (75016),2 000 000 €,5,3 ch.,133,Paris
Paris 16 (75016),2 000 000 €,5,3 ch.,120,Paris
Paris 17 (75017),2 000 000 €,5,3 ch.,155,Paris 17ème
Paris 16 (75016),2 000 000 €,5,3 ch.,133,Paris
Paris 18 (75018),2 016 000 €,5,4 ch.,109,Paris 18ème
Paris 10 (75010),2 025 000 €,7,5 ch.,187,Poissonnière
Paris 16 (75016),2 035 000 €,6,4 ch.,156,Paris
Paris 16 (75116),2 040 000 €,6,4 ch.,170,Paris
Paris 16 (75116),2 049 000 €,5,4 ch.,166,Paris
Paris 16 (75116),2 049 000 €,5,4 ch.,166,Paris
Paris 04 (75004),2 050 000 €,5,4 ch.,160,Paris 4ème
Paris 04 (75004),2 050 000 €,3,2 ch.,84,Notre-Dame
Paris 06 (75006),2 050 000 €,4,2 ch.,145,Paris 6ème
Paris 17 (75017),2 050 000 €,6,4 ch.,142,
Paris 04 (75004),2 050 000 €,3,2 ch.,84,
Paris 15ème (75015),2 056 000 €,5,,125,
Paris 17 (75017),2 069 000 €,4,3 ch.,138,Paris 17ème
Paris 15 (75015),2 070 000 €,4,3 ch.,109,Paris 15ème
Paris 18 (75018),2 070 000 €,5,4 ch.,110,
Paris 18 (75018),2 070 000 €,5,4 ch.,110,Montmartre
Paris 19 (75019),745 000 €,4,3 ch.,77,
Paris 18 (75018),2 070 000 €,5,,109,Paris
Paris 18 (75018),2 070 000 €,5,4 ch.,110,Paris 18ème
Paris 18 (75018),2 070 000 €,5,4 ch.,109,Paris 18eme Arrondissement
Paris 18 (75018),2 070 000 €,5,,110,Paris
Paris 18 (75018),2 070 000 €,5,4 ch.,109,Paris 18ème
Paris 18 (75018),2 070 000 €,5,4 ch.,110,Paris 18ème
Paris 08 (75008),2 070 000 €,3,2 ch.,120,Paris 8ème
Paris 18 (75018),2 070 000 €,5,4 ch.,111,Grandes-Carrières
Paris 18 (75018),2 070 000 €,5,4 ch.,109,
Paris 08 (75008),2 080 000 €,6,3 ch.,139,Paris 8ème
Paris 16 (75116),2 080 000 €,5,3 ch.,181,Paris
Paris 16 (75016),2 090 042 €,6,4 ch.,167,Paris
Paris 15 (75015),2 095 000 €,4,3 ch.,109,Paris 15ème
Paris 17 (75017),2 095 000 €,5,3 ch.,176,Paris 17ème
Paris 15 (75015),2 095 000 €,4,3 ch.,109,
Paris 15 (75015),2 095 000 €,4,3 ch.,109,Paris
Paris 15 (75015),2 095 000 €,4,3 ch.,109,Paris 15ème
Paris 15 (75015),2 095 000 €,4,3 ch.,110,
Paris 17 (75017),2 095 000 €,5,4 ch.,175,Ternes
Paris 17 (75017),2 095 000 €,5,3 ch.,177,Paris
Paris 19 (75019),399 000 €,2,1 ch.,46,
Paris 15 (75015),2 099 000 €,6,5 ch.,150,Paris
Paris 09 (75009),2 100 000 €,8,5 ch.,175,Richelieu-Drouot
Paris 16 (75016),2 100 000 €,6,4 ch.,150,Paris
Paris 16 (75016),2 100 000 €,5,3 ch.,170,Paris
Paris 16 (75116),2 100 000 €,5,4 ch.,160,Paris
Paris 16 (75016),2 100 000 €,6,4 ch.,147,Paris
Paris 08 (75008),2 100 000 €,3,2 ch.,77,Paris 8ème
Paris 07 (75007),2 100 000 €,4,2 ch.,108,Saint-Thomas-d'Aquin
Paris 07 (75007),2 100 000 €,5,3 ch.,125,Paris
Paris 16 (75016),2 100 000 €,5,4 ch.,140,Paris
Paris 07 (75007),2 100 000 €,5,3 ch.,130,Gros Caillou
Paris 16 (75116),2 100 000 €,5,3 ch.,153,Paris
Paris 16 (75016),2 100 000 €,6,4 ch.,170,Paris
Paris 16 (75116),2 100 000 €,4,2 ch.,113,Paris
Paris 07 (75007),2 100 000 €,5,3 ch.,129,Paris 7ème
Paris 09 (75009),2 100 000 €,3,2 ch.,109,"Pigalle, Saint-Georges"
Paris 17 (75017),2 117 484 €,5,3 ch.,148,Paris 17ème
Paris 15 (75015),2 120 000 €,4,3 ch.,140,Saint-Lambert
Paris 08 (75008),2 120 000 €,5,,162,Paris
Paris 16 (75016),2 125 000 €,5,3 ch.,146,Paris
Paris 14 (75014),450 000 €,2,1 ch.,31,Paris
Paris 16 (75116),2 160 000 €,6,4 ch.,206,Paris
Paris 20 (75020),2 163 200 €,1,,297,Paris
Paris 20 (75020),2 163 200 €,1,1 ch.,298,Lignes 2 et 11
Paris 16 (75016),2 165 000 €,6,4 ch.,187,Paris
Paris 16 (75016),2 165 000 €,6,4 ch.,186,Paris
Paris 17 (75017),2 175 000 €,5,4 ch.,150,Paris 17ème
Paris 07 (75007),2 175 000 €,3,2 ch.,82,Sèvres-Babylone
Paris 15 (75015),2 180 000 €,6,3 ch.,150,Paris 15ème
Paris 14 (75014),2 180 000 €,4,3 ch.,107,Paris 14ème
Paris 14 (75014),2 180 000 €,3,2 ch.,107,Paris 14ème
Paris 15ème Arrondissement (75015),2 184 000 €,6,3 ch.,192,
Paris 09 (75009),2 184 000 €,6,4 ch.,158,Faubourg-Montmartre
Paris 15 (75015),2 184 000 €,2,3 ch.,192,
Paris 16 (75116),2 185 000 €,5,3 ch.,153,Paris
Paris 15 (75015),2 185 000 €,5,4 ch.,120,Paris
Paris 16 (75016),2 185 000 €,5,3 ch.,153,Paris
Paris 16 (75116),2 185 000 €,5,3 ch.,153,Paris
Paris 17 (75017),2 185 403 €,6,4 ch.,172,Paris 17ème
Paris 17 (75017),2 185 403 €,6,3 ch.,172,Paris 17ème
Paris 07 (75007),2 190 000 €,4,2 ch.,93,Saint-Thomas d'Aquin
Paris 19 (75019),399 000 €,2,1 ch.,46,
Paris 15 (75015),2 184 000 €,2,3 ch.,192,
Paris 15ème Arrondissement (75015),2 184 000 €,6,3 ch.,192,
Paris 16 (75116),2 185 000 €,5,3 ch.,153,Paris
Paris 16 (75016),2 185 000 €,5,3 ch.,153,Paris
Paris 16 (75116),2 185 000 €,5,3 ch.,153,Paris
Paris 15 (75015),2 185 000 €,5,4 ch.,120,Paris
Paris 17 (75017),2 185 403 €,6,3 ch.,172,Paris 17ème
Paris 17 (75017),2 185 403 €,6,4 ch.,172,Paris 17ème
Paris 07 (75007),2 190 000 €,5,3 ch.,144,Gros-Caillou
Paris 15ème (75015),2 190 000 €,5,,120,
Paris 16 (75116),2 190 000 €,7,4 ch.,190,Paris
Paris 07 (75007),2 190 000 €,4,2 ch.,93,Saint-Thomas d'Aquin
Paris 08 (75008),2 190 000 €,4,2 ch.,112,Champs-élysées
Paris 16 (75016),2 195 000 €,6,4 ch.,187,Paris
Paris 12 (75012),2 200 000 €,5,3 ch.,135,Paris 12ème
Paris 16 (75016),2 200 000 €,6,4 ch.,160,Paris
Paris 06 (75006),2 200 000 €,3,2 ch.,96,Monnaie
Paris 15 (75015),2 200 000 €,5,3 ch.,124,Grenelle
Paris 06 (75006),2 200 000 €,3,2 ch.,96,Monnaie
Paris 05 (75005),2 200 000 €,6,3 ch.,161,Saint Médard
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 16 (75116),2 210 000 €,7,4 ch.,214,Paris
Paris 16 (75116),2 210 000 €,7,4 ch.,214,Paris
Paris 12 (75012),2 210 000 €,7,4 ch.,184,Paris
Paris 06 (75006),2 214 500 €,6,4 ch.,134,
Paris 15 (75015),2 219 000 €,5,4 ch.,124,Paris 15ème
Paris 16 (75016),2 220 000 €,5,3 ch.,159,Paris
Paris 16 (75016),2 225 000 €,5,2 ch.,178,Paris
Paris 07 (75007),2 226 000 €,6,3 ch.,136,Paris 7ème
Paris 18 (75018),2 230 000 €,3,2 ch.,115,Paris 18ème
Paris 18 (75018),2 230 000 €,3,2 ch.,115,
Paris 17 (75017),2 235 000 €,6,3 ch.,180,Paris 17ème
Paris 08 (75008),2 235 000 €,5,3 ch.,160,Paris 8ème
Paris 15 (75015),2 240 000 €,4,3 ch.,140,
Paris 07 (75007),2 240 000 €,4,3 ch.,117,"Cambronne, Ségur"
Paris 17 (75017),2 245 000 €,6,3 ch.,179,Paris 17ème
Paris 17 (75017),2 250 000 €,7,4 ch.,205,Paris 17ème
Paris 16 (75116),2 250 000 €,4,2 ch.,125,Paris
Paris 08 (75008),2 250 000 €,6,3 ch.,157,Paris 8ème
Paris 16 (75016),2 250 000 €,5,3 ch.,162,Paris
Paris 14 (75014),2 250 000 €,4,3 ch.,108,Paris 14ème
Paris 19 (75019),399 000 €,2,1 ch.,46,
Paris 14 (75014),2 250 000 €,4,3 ch.,107,
Paris 14 (75014),2 250 000 €,3,2 ch.,107,Paris 14eme Arrondissement
Paris 16 (75016),2 250 000 €,5,2 ch.,136,Paris
Paris 14 (75014),2 250 000 €,4,3 ch.,107,Paris 14ème
Paris 16 (75016),2 250 000 €,6,4 ch.,162,Paris
Paris 14 (75014),2 250 000 €,3,2 ch.,106,
Paris 14 (75014),2 250 000 €,4,3 ch.,107,Paris 14ème
Paris 14 (75014),2 250 000 €,3,2 ch.,107,Paris 14ème
Paris 14 (75014),2 255 000 €,4,3 ch.,108,Paris
Paris 14 (75014),2 255 000 €,4,3 ch.,108,Paris 14ème
Paris 14 (75014),2 256 000 €,4,3 ch.,127,Paris
Paris 14 (75014),2 260 000 €,6,4 ch.,169,Montparnasse-Raspail
Paris 17 (75017),2 264 000 €,4,,159,Paris
Paris 15 (75015),2 268 000 €,5,4 ch.,120,Paris
Paris 17 (75017),2 270 000 €,6,4 ch.,179,
Paris 16 (75116),2 280 000 €,5,2 ch.,153,Paris
Paris 18 (75018),2 280 000 €,6,4 ch.,190,Jules Joffrin
Paris 16 (75016),2 280 000 €,5,3 ch.,153,Paris
Paris 16 (75016),2 280 000 €,7,4 ch.,236,Paris
Paris 16 (75116),2 280 000 €,5,2 ch.,153,Paris
Paris 18 (75018),450 000 €,3,2 ch.,51,Paris
Paris 18 (75018),2 280 000 €,6,4 ch.,190,Jules Joffrin
Paris 03 (75003),2 290 000 €,3,2 ch.,170,Paris 3e Arrondissement
Paris 17 (75017),2 290 000 €,5,3 ch.,179,Plaine-Monceau
Paris 16 (75116),2 290 000 €,5,3 ch.,147,Paris
Paris 15 (75015),2 290 000 €,5,3 ch.,153,Grenelle
Paris 16 (75016),2 295 000 €,4,2 ch.,148,Paris
Paris 16 (75016),2 295 000 €,4,2 ch.,150,Paris
Paris 16 (75016),2 295 000 €,4,2 ch.,150,Paris
Paris 06 (75006),2 300 000 €,3,2 ch.,80,Saint-Germain-des-Prés
Paris 06 (75006),2 300 000 €,3,2 ch.,80,Saint-Germain-des-Prés
Paris 16 (75016),2 300 000 €,5,4 ch.,147,Paris
Paris 16 (75116),2 300 000 €,6,4 ch.,235,Paris
Paris 07 (75007),2 300 000 €,5,3 ch.,139,Paris
Paris 06 (75006),2 300 000 €,4,2 ch.,94,
Paris 08 (75008),2 300 000 €,4,2 ch.,150,Paris 8ème
Paris 08 (75008),2 300 000 €,5,2 ch.,167,
Paris 13 (75013),2 300 000 €,4,3 ch.,122,
Paris 15 (75015),2 317 000 €,6,4 ch.,128,Paris 15ème
Paris 13 (75013),2 324 000 €,5,4 ch.,158,Paris 13ème
Paris 17 (75017),2 340 000 €,6,4 ch.,191,
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 13 (75013),2 344 000 €,5,4 ch.,133,
Paris 15ème (75015),2 346 000 €,5,,124,
Paris 16 (75016),2 350 000 €,5,2 ch.,136,Paris
Paris 16 (75016),2 350 000 €,5,3 ch.,157,Paris
Paris 16 (75016),2 350 000 €,5,3 ch.,155,Paris
Paris 17 (75017),2 357 227 €,6,4 ch.,175,Paris 17ème
Paris 17 (75017),2 357 227 €,5,3 ch.,175,Paris 17ème
Paris 13 (75013),2 370 000 €,4,3 ch.,132,Paris 13ème
Paris 13 (75013),2 370 000 €,4,2 ch.,132,Paris 13ème
Paris 08 (75008),2 372 000 €,5,3 ch.,147,Fbg Saint-Honore|Saint-Philippe du Roule
Paris 08 (75008),2 375 000 €,5,3 ch.,172,Paris 8ème
Paris 08 (75008),2 380 000 €,5,3 ch.,186,Boulevard Haussmann | Parc Monceau
Paris 07 (75007),2 380 000 €,4,2 ch.,136,Carré des Antiquaires
Paris 07 (75007),2 380 000 €,4,2 ch.,134,Paris 7ème
